21:17:56.465 > ets Jun  8 2016 00:22:57 
21:17:58.768 > [  3401][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.774 > [  3406][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.779 > [  3412][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.785 > [  3417][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.790 > [  3423][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.796 > [  3428][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.802 > [  3434][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.807 > [  3440][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.813 > [  3446][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.818 > [  3451][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.824 > [  3457][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.829 > [  3462][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.835 > [  3469][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.840 > [  3474][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.846 > [  3480][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.851 > [  3485][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.857 > [  3491][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.863 > [  3496][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.868 > [  3502][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.874 > [  3508][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.880 > [  3514][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.886 > [  3519][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.891 > [  3525][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.897 > [  3530][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.907 > [  3537][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.908 > [  3542][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.919 > [  3548][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.919 > [  3553][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.929 > [  3559][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.935 > [  3564][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.940 > [  3570][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.946 > [  3576][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.951 > [  3582][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.957 > [  3587][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.963 > [  3593][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.968 > [  3598][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.973 > [  3605][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:58.979 > [  3610][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:58.985 > [  3616][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:58.990 > [  3621][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:58.996 > [  3627][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.002 > [  3632][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.007 > [  3638][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.013 > [  3644][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.018 > [  3650][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.024 > [  3655][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.030 > [  3661][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.035 > [  3666][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.041 > [  3673][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.047 > [  3678][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.052 > [  3684][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.057 > [  3689][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.063 > [  3695][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.069 > [  3700][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.074 > [  3706][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.080 > [  3712][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.085 > [  3718][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.091 > [  3723][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.096 > [  3729][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.102 > [  3734][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.107 > [  3741][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.113 > [  3746][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.119 > [  3752][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.124 > [  3757][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.129 > [  3763][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.135 > [  3768][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.140 > [  3774][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.146 > [  3780][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.151 > [  3786][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.157 > [  3791][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.163 > [  3797][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.169 > [  3802][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.174 > [  3808][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.180 > [  3814][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.185 > [  3820][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.190 > [  3825][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.202 > [  3831][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.202 > [  3836][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.213 > [  3842][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.213 > [  3848][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.224 > [  3854][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.230 > [  3859][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.236 > [  3865][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.241 > [  3870][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.246 > [  3876][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.251 > [  3882][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.257 > [  3888][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.262 > [  3893][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.268 > [  3899][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.274 > [  3904][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.280 > [  3910][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.286 > [  3916][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.291 > [  3922][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.297 > [  3927][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.302 > [  3933][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.308 > [  3938][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.313 > [  3944][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.319 > [  3950][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.324 > [  3956][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.329 > [  3961][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.335 > [  3967][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.340 > [  3972][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.346 > [  3978][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.351 > [  3984][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.357 > [  3990][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.363 > [  3995][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.368 > [  4001][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.374 > [  4006][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.379 > [  4012][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.385 > [  4018][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.391 > [  4024][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.397 > [  4029][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.402 > [  4035][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.408 > [  4040][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.413 > [  4046][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.419 > [  4052][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.424 > [  4058][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.429 > [  4063][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.435 > [  4069][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.440 > [  4074][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.446 > [  4080][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.452 > [  4085][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.457 > [  4091][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.463 > [  4097][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.468 > [  4103][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.474 > [  4108][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.479 > [  4114][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.485 > [  4120][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.496 > [  4126][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.496 > [  4131][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.507 > [  4137][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.512 > [  4142][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.518 > [  4148][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.528 > [  4153][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.529 > [  4159][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.535 > [  4165][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.540 > [  4171][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.546 > [  4176][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.552 > [  4182][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.557 > [  4187][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.563 > [  4194][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.568 > [  4199][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.575 > [  4205][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.579 > [  4210][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.585 > [  4216][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.592 > [  4221][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.597 > [  4227][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.602 > [  4233][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.608 > [  4239][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.614 > [  4244][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.619 > [  4250][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.625 > [  4255][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.630 > [  4262][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.635 > [  4267][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.641 > [  4273][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.646 > [  4278][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.652 > [  4284][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.657 > [  4289][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.663 > [  4295][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.668 > [  4301][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.674 > [  4307][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.679 > [  4312][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.686 > [  4318][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.691 > [  4323][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.697 > [  4330][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.702 > [  4335][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.708 > [  4341][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.713 > [  4346][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.719 > [  4352][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.724 > [  4357][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.730 > [  4363][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.736 > [  4369][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.741 > [  4375][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.746 > [  4380][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.752 > [  4386][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.758 > [  4391][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.763 > [  4398][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.769 > [  4403][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.775 > [  4409][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.780 > [  4414][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.791 > [  4420][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.791 > [  4425][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.802 > [  4431][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.808 > [  4437][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.813 > [  4443][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.819 > [  4448][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.825 > [  4454][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.830 > [  4459][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.836 > [  4466][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.841 > [  4471][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.846 > [  4477][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.852 > [  4482][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.858 > [  4488][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.863 > [  4493][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.869 > [  4499][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.875 > [  4505][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.880 > [  4511][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.886 > [  4516][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.891 > [  4522][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.896 > [  4527][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.902 > [  4533][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.908 > [  4539][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.913 > [  4545][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.919 > [  4550][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.925 > [  4556][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.930 > [  4561][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.936 > [  4567][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.941 > [  4573][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.946 > [  4579][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.952 > [  4584][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.958 > [  4590][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.963 > [  4595][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.969 > [  4601][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.975 > [  4607][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:59.980 > [  4613][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:59.986 > [  4618][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:59.991 > [  4624][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:59.996 > [  4629][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.002 > [  4635][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.007 > [  4641][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.013 > [  4647][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.019 > [  4652][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.025 > [  4658][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.029 > [  4663][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.035 > [  4669][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.041 > [  4675][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.046 > [  4681][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.052 > [  4686][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.058 > [  4692][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.063 > [  4697][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.069 > [  4703][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.074 > [  4709][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.085 > [  4715][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.085 > [  4720][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.096 > [  4726][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.102 > [  4731][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.108 > [  4737][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.114 > [  4743][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.119 > [  4748][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.125 > [  4754][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.130 > [  4760][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.136 > [  4765][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.141 > [  4771][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.146 > [  4777][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.152 > [  4783][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.158 > [  4788][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.163 > [  4794][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.169 > [  4799][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.175 > [  4805][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.180 > [  4810][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.186 > [  4816][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.191 > [  4822][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.197 > [  4828][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.202 > [  4833][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.207 > [  4839][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.213 > [  4845][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.218 > [  4851][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.224 > [  4856][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.229 > [  4862][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.235 > [  4867][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.241 > [  4873][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.247 > [  4878][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.252 > [  4884][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.257 > [  4890][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.263 > [  4896][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.269 > [  4901][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.274 > [  4907][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.279 > [  4912][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.285 > [  4919][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.291 > [  4924][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.297 > [  4930][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.302 > [  4935][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.308 > [  4941][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.313 > [  4946][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.319 > [  4952][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.324 > [  4958][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.329 > [  4964][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.335 > [  4969][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.341 > [  4975][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.347 > [  4980][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.358 > [  4987][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.358 > [  4992][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.369 > [  4998][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.369 > [  5003][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.379 > [  5009][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.386 > [  5014][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.391 > [  5020][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.396 > [  5026][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.402 > [  5032][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.407 > [  5037][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.413 > [  5043][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.419 > [  5048][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.424 > [  5055][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.430 > [  5060][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.435 > [  5066][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.441 > [  5071][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.446 > [  5077][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.452 > [  5082][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.457 > [  5088][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.463 > [  5094][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.468 > [  5100][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.475 > [  5105][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.480 > [  5111][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.486 > [  5116][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.491 > [  5123][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.496 > [  5128][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.502 > [  5134][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.508 > [  5139][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.513 > [  5145][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.519 > [  5150][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.525 > [  5156][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.529 > [  5162][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.535 > [  5168][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.541 > [  5173][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.546 > [  5179][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.552 > [  5184][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.558 > [  5191][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.562 > [  5196][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.568 > [  5202][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.574 > [  5207][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.580 > [  5213][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.585 > [  5218][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:18:00.591 > [  5224][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:18:00.596 > [  5230][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:18:00.602 > [  5236][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:18:00.607 > [  5241][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
