21:08:17.096 > ets Jun  8 2016 00:22:57
21:08:17.893 > [  1877][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:17.899 > [  1883][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:17.905 > [  1888][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:17.910 > [  1894][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:17.916 > [  1899][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:17.921 > [  1906][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:17.926 > [  1911][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:17.932 > [  1917][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:17.938 > [  1922][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:17.943 > [  1928][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:17.949 > [  1933][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:17.955 > [  1939][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:17.960 > [  1945][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:17.966 > [  1951][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:17.971 > [  1956][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:17.976 > [  1962][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:17.982 > [  1967][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:17.988 > [  1973][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:17.993 > [  1979][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:17.999 > [  1985][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.005 > [  1990][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.010 > [  1996][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.015 > [  2001][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.021 > [  2007][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.026 > [  2013][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.032 > [  2019][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.038 > [  2024][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.044 > [  2030][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.049 > [  2035][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.055 > [  2041][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.060 > [  2047][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.065 > [  2053][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.072 > [  2058][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.077 > [  2064][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.082 > [  2069][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.088 > [  2075][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.093 > [  2081][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.104 > [  2087][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.105 > [  2092][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.115 > [  2098][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.116 > [  2103][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.126 > [  2109][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.131 > [  2115][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.138 > [  2121][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.143 > [  2126][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.149 > [  2132][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.155 > [  2137][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.160 > [  2143][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.166 > [  2149][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.171 > [  2155][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.176 > [  2160][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.182 > [  2166][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.188 > [  2171][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.193 > [  2177][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.199 > [  2183][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.205 > [  2188][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.210 > [  2194][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.216 > [  2200][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.221 > [  2205][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.227 > [  2211][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.232 > [  2217][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.238 > [  2223][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.243 > [  2228][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.248 > [  2234][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.255 > [  2239][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.260 > [  2245][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.265 > [  2250][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.272 > [  2256][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.277 > [  2262][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.283 > [  2268][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.287 > [  2273][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.293 > [  2279][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.298 > [  2285][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.305 > [  2291][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.310 > [  2296][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.315 > [  2302][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.322 > [  2307][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.327 > [  2313][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.332 > [  2318][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.338 > [  2324][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.344 > [  2330][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.349 > [  2336][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.355 > [  2341][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.360 > [  2347][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.365 > [  2352][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.372 > [  2359][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.377 > [  2364][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.382 > [  2370][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.388 > [  2375][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.398 > [  2381][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.398 > [  2386][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.410 > [  2392][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.410 > [  2398][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.422 > [  2404][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.427 > [  2409][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.432 > [  2415][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.438 > [  2420][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.443 > [  2427][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.449 > [  2432][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.454 > [  2438][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.460 > [  2443][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.465 > [  2449][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.471 > [  2454][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.476 > [  2460][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.482 > [  2466][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.488 > [  2472][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.493 > [  2477][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.499 > [  2483][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.505 > [  2488][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.510 > [  2495][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.516 > [  2500][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.521 > [  2506][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.526 > [  2511][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.532 > [  2517][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.538 > [  2522][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.543 > [  2528][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.549 > [  2534][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.555 > [  2540][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.560 > [  2545][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.566 > [  2551][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.571 > [  2556][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.576 > [  2563][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.582 > [  2568][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.588 > [  2574][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.593 > [  2579][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.599 > [  2585][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.605 > [  2590][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.610 > [  2596][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.615 > [  2602][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.621 > [  2608][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.627 > [  2613][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.632 > [  2619][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.638 > [  2624][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.643 > [  2631][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.648 > [  2636][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.655 > [  2642][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.660 > [  2647][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.665 > [  2653][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.672 > [  2658][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.677 > [  2664][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.682 > [  2670][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.693 > [  2676][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.693 > [  2681][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.704 > [  2687][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.709 > [  2692][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.716 > [  2698][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.721 > [  2704][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.727 > [  2710][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.732 > [  2715][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.738 > [  2721][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.744 > [  2726][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.749 > [  2732][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.754 > [  2738][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.759 > [  2744][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.765 > [  2749][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.771 > [  2755][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.776 > [  2760][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.781 > [  2766][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.788 > [  2772][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.793 > [  2778][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.799 > [  2783][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.804 > [  2789][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.810 > [  2794][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.818 > [  2800][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.821 > [  2806][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.826 > [  2812][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.832 > [  2817][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.838 > [  2823][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.843 > [  2828][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.848 > [  2834][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.855 > [  2840][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.860 > [  2846][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.865 > [  2851][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.871 > [  2857][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.876 > [  2862][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.881 > [  2868][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.888 > [  2874][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.893 > [  2880][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.898 > [  2885][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.905 > [  2891][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.910 > [  2896][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.916 > [  2902][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.921 > [  2907][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.926 > [  2913][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.932 > [  2919][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.938 > [  2925][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.944 > [  2930][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.948 > [  2936][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.954 > [  2942][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.960 > [  2948][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.966 > [  2953][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.972 > [  2959][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:18.977 > [  2964][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:18.988 > [  2970][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:18.988 > [  2975][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:18.999 > [  2981][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.005 > [  2987][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.010 > [  2993][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.015 > [  2998][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.021 > [  3004][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.026 > [  3009][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.032 > [  3016][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.038 > [  3021][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.043 > [  3027][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.049 > [  3032][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.054 > [  3038][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.060 > [  3043][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.065 > [  3049][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.071 > [  3055][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.076 > [  3061][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.082 > [  3066][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.088 > [  3072][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.093 > [  3077][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.098 > [  3084][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.105 > [  3089][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.110 > [  3095][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.115 > [  3100][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.121 > [  3106][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.126 > [  3111][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.132 > [  3117][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.138 > [  3123][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.143 > [  3129][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.149 > [  3134][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.155 > [  3140][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.160 > [  3145][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.166 > [  3152][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.171 > [  3157][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.177 > [  3163][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.182 > [  3168][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.187 > [  3174][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.193 > [  3179][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.199 > [  3185][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.204 > [  3191][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.209 > [  3197][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.215 > [  3202][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.222 > [  3208][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.227 > [  3213][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.232 > [  3220][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.238 > [  3225][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.244 > [  3231][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.249 > [  3236][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.255 > [  3242][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.260 > [  3247][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.265 > [  3253][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.272 > [  3259][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.282 > [  3265][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.282 > [  3270][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.293 > [  3276][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.299 > [  3281][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.305 > [  3288][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.310 > [  3293][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.316 > [  3299][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.321 > [  3304][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.326 > [  3310][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.332 > [  3315][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.338 > [  3321][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.343 > [  3327][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.349 > [  3333][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.355 > [  3338][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.360 > [  3344][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.365 > [  3349][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.371 > [  3356][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.376 > [  3361][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.382 > [  3367][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.388 > [  3372][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.393 > [  3378][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.399 > [  3383][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.404 > [  3389][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.410 > [  3395][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.415 > [  3401][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.421 > [  3406][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.427 > [  3412][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.433 > [  3417][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.438 > [  3423][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.443 > [  3429][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.448 > [  3435][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.455 > [  3440][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.460 > [  3446][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.465 > [  3451][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.472 > [  3457][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.477 > [  3463][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.482 > [  3469][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.487 > [  3474][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.493 > [  3480][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.499 > [  3485][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.504 > [  3491][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.509 > [  3497][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.515 > [  3503][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.522 > [  3508][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.527 > [  3514][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.532 > [  3519][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.538 > [  3525][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.543 > [  3531][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.554 > [  3537][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.554 > [  3542][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.565 > [  3548][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.566 > [  3553][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.576 > [  3559][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.582 > [  3565][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.588 > [  3571][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.593 > [  3576][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.599 > [  3582][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.604 > [  3587][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.610 > [  3593][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.615 > [  3599][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.621 > [  3605][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.626 > [  3610][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.632 > [  3616][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.638 > [  3621][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.643 > [  3627][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.649 > [  3632][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.655 > [  3638][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.660 > [  3644][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.665 > [  3650][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.672 > [  3655][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.677 > [  3661][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.682 > [  3667][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.688 > [  3673][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.693 > [  3678][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.698 > [  3684][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.705 > [  3689][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.710 > [  3695][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.716 > [  3700][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.721 > [  3706][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.726 > [  3712][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.732 > [  3718][E][Wire.cpp:526] write(): NULL TX buffer pointer
