21:22:24.009 > ets Jun  8 2016 00:22:57
21:22:24.706 > [  1877][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.706 > [  1883][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.706 > [  1888][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.721 > [  1894][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.721 > [  1899][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.737 > [  1905][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.738 > [  1910][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.738 > [  1916][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.753 > [  1922][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.753 > [  1928][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.753 > [  1933][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.769 > [  1939][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.769 > [  1945][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.769 > [  1951][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.785 > [  1956][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.785 > [  1962][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.785 > [  1967][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.800 > [  1973][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.800 > [  1978][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.800 > [  1984][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.816 > [  1990][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.816 > [  1996][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.831 > [  2001][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.831 > [  2007][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.838 > [  2012][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.848 > [  2019][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.848 > [  2024][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.848 > [  2030][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.863 > [  2035][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.863 > [  2041][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.863 > [  2046][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.879 > [  2052][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.879 > [  2058][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.879 > [  2064][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.895 > [  2069][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.895 > [  2075][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.895 > [  2080][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.910 > [  2087][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.910 > [  2092][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.926 > [  2098][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.926 > [  2103][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.942 > [  2109][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.942 > [  2114][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.942 > [  2120][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.957 > [  2126][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.957 > [  2132][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.957 > [  2137][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.973 > [  2143][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.973 > [  2148][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.973 > [  2155][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.989 > [  2160][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.989 > [  2166][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.989 > [  2171][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.004 > [  2177][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.004 > [  2182][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.020 > [  2188][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.020 > [  2194][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.020 > [  2200][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.037 > [  2205][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.043 > [  2211][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.048 > [  2216][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.053 > [  2223][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.053 > [  2228][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.053 > [  2234][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.068 > [  2239][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.068 > [  2245][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.068 > [  2250][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.083 > [  2256][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.083 > [  2262][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.083 > [  2268][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.099 > [  2273][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.099 > [  2279][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.115 > [  2284][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.115 > [  2291][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.115 > [  2296][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.131 > [  2302][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.131 > [  2307][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.139 > [  2313][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.147 > [  2318][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.147 > [  2324][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.147 > [  2330][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.163 > [  2336][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.163 > [  2341][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.163 > [  2347][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.178 > [  2352][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.178 > [  2358][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.178 > [  2364][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.197 > [  2370][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.201 > [  2375][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.209 > [  2381][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.209 > [  2386][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.226 > [  2392][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.226 > [  2398][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.226 > [  2404][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.242 > [  2409][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.242 > [  2415][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.242 > [  2420][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.257 > [  2426][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.257 > [  2432][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.270 > [  2438][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.274 > [  2443][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.282 > [  2449][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.285 > [  2454][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.289 > [  2460][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.293 > [  2466][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.299 > [  2472][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.305 > [  2477][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.305 > [  2483][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.320 > [  2488][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.320 > [  2494][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.320 > [  2500][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.340 > [  2506][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.340 > [  2511][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.340 > [  2517][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.352 > [  2522][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.352 > [  2528][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.352 > [  2534][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.367 > [  2540][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.367 > [  2545][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.378 > [  2551][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.387 > [  2556][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.388 > [  2562][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.388 > [  2568][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.399 > [  2574][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.399 > [  2579][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.415 > [  2585][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.415 > [  2590][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.415 > [  2596][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.430 > [  2602][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.430 > [  2608][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.439 > [  2613][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.447 > [  2619][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.447 > [  2624][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.447 > [  2630][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.462 > [  2635][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.462 > [  2641][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.462 > [  2647][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.478 > [  2653][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.478 > [  2658][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.478 > [  2664][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.493 > [  2670][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.509 > [  2676][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.509 > [  2681][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.509 > [  2687][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.525 > [  2692][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.525 > [  2698][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.525 > [  2703][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.543 > [  2709][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.548 > [  2715][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.554 > [  2721][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.557 > [  2726][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.557 > [  2732][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.557 > [  2737][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.573 > [  2744][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.573 > [  2749][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.573 > [  2755][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.589 > [  2760][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.589 > [  2766][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.589 > [  2771][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.604 > [  2777][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.604 > [  2783][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.620 > [  2789][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.620 > [  2794][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.620 > [  2800][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.635 > [  2805][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.640 > [  2812][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.640 > [  2817][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.652 > [  2823][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.652 > [  2828][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.652 > [  2834][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.667 > [  2839][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.667 > [  2845][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.667 > [  2851][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.683 > [  2857][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.683 > [  2862][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.683 > [  2868][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.699 > [  2873][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.699 > [  2880][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.714 > [  2885][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.714 > [  2891][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.714 > [  2896][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.731 > [  2902][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.731 > [  2907][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.740 > [  2913][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.746 > [  2919][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.746 > [  2925][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.746 > [  2930][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.761 > [  2936][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.761 > [  2941][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.761 > [  2948][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.778 > [  2953][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.778 > [  2959][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.793 > [  2964][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.793 > [  2970][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.793 > [  2975][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.809 > [  2981][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.809 > [  2987][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.824 > [  2993][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.824 > [  2998][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.824 > [  3004][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.840 > [  3009][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.840 > [  3016][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.840 > [  3021][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.856 > [  3027][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.856 > [  3032][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.856 > [  3038][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.871 > [  3043][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.871 > [  3049][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.887 > [  3055][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.887 > [  3061][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.887 > [  3066][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.903 > [  3072][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.903 > [  3077][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.903 > [  3083][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.918 > [  3089][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.918 > [  3095][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.918 > [  3100][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.934 > [  3106][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.940 > [  3111][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.940 > [  3117][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.950 > [  3123][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.950 > [  3129][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.950 > [  3134][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.966 > [  3140][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.966 > [  3145][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.981 > [  3151][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.981 > [  3157][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:25.981 > [  3163][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:25.997 > [  3168][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:25.997 > [  3174][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:25.997 > [  3179][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.013 > [  3185][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.013 > [  3191][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.013 > [  3197][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.028 > [  3202][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.028 > [  3208][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.040 > [  3213][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.048 > [  3219][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.054 > [  3225][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.057 > [  3231][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.060 > [  3236][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.060 > [  3242][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.076 > [  3247][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.076 > [  3253][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.076 > [  3259][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.093 > [  3265][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.093 > [  3270][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.108 > [  3276][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.108 > [  3281][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.108 > [  3287][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.124 > [  3293][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.124 > [  3299][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.124 > [  3304][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.140 > [  3310][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.140 > [  3315][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.140 > [  3321][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.155 > [  3327][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.155 > [  3333][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.155 > [  3338][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.171 > [  3344][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.171 > [  3349][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.187 > [  3355][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.187 > [  3360][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.187 > [  3366][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.202 > [  3372][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.202 > [  3378][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.202 > [  3383][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.218 > [  3389][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.218 > [  3395][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.218 > [  3401][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.234 > [  3406][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.240 > [  3412][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.240 > [  3417][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.250 > [  3423][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.250 > [  3428][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.250 > [  3434][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.265 > [  3440][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.265 > [  3446][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.281 > [  3451][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.281 > [  3457][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.281 > [  3462][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.297 > [  3469][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.297 > [  3474][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.297 > [  3480][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.312 > [  3485][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.312 > [  3491][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.312 > [  3496][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.328 > [  3502][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.328 > [  3508][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.341 > [  3514][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.345 > [  3519][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.345 > [  3525][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.345 > [  3530][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.360 > [  3537][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.360 > [  3542][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.377 > [  3548][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.377 > [  3553][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.393 > [  3559][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.398 > [  3564][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.404 > [  3570][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.409 > [  3576][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.410 > [  3582][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.410 > [  3587][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.423 > [  3593][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.431 > [  3598][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.431 > [  3605][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.441 > [  3610][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.441 > [  3616][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.441 > [  3621][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.455 > [  3627][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.455 > [  3632][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.470 > [  3638][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.470 > [  3644][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.482 > [  3650][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.486 > [  3655][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.486 > [  3661][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.497 > [  3666][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.502 > [  3673][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.502 > [  3678][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.502 > [  3684][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.518 > [  3689][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.518 > [  3695][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:26.518 > [  3700][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:26.533 > [  3706][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:26.541 > [  3712][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:26.541 > [  3718][E][Wire.cpp:526] write(): NULL TX buffer pointer
